292 121 0.0011
302 121 0.0010
312 121 0.0010
322 121 0.0010
332 121 0.0010
342 121 0.0009
352 121 0.0009
362 121 0.0009
372 121 0.0009
382 121 0.0009
392 121 0.0008
402 121 0.0008
412 121 0.0008
422 121 0.0008
432 121 0.0008
442 121 0.0008
452 121 0.0007
462 121 0.0007
472 121 0.0007
482 121 0.0007
492 121 0.0007
502 121 0.0007
2 131 0.1082
12 131 0.0180
22 131 0.0099
32 131 0.0068
42 131 0.0052
52 131 0.0043
62 131 0.0043
72 131 0.0037
82 131 0.0033
92 131 0.0029
102 131 0.0026
112 131 0.0024
122 131 0.0022
132 131 0.0021
142 131 0.0019
152 131 0.0018
162 131 0.0017
172 131 0.0016
182 131 0.0015
192 131 0.0015
202 131 0.0014
212 131 0.0013
222 131 0.0013
232 131 0.0012
242 131 0.0012
252 131 0.0011
262 131 0.0011
272 131 0.0011
282 131 0.0011
292 131 0.0010
302 131 0.0010
312 131 0.0010
322 131 0.0009
332 131 0.0009
342 131 0.0009
352 131 0.0009
362 131 0.0009
372 131 0.0008
382 131 0.0008
392 131 0.0008
402 131 0.0008
412 131 0.0013
422 131 0.0013
432 131 0.0013
442 131 0.0013
452 131 0.0012
462 131 0.0012
472 131 0.0012
482 131 0.0012
492 131 0.0011
502 131 0.0011
2 141 0.1025
12 141 0.0168
22 141 0.0092
32 141 0.0063
42 141 0.0048
52 141 0.0039
62 141 0.0040
72 141 0.0035
82 141 0.0031
92 141 0.0027
102 141 0.0025
112 141 0.0023
122 141 0.0021
132 141 0.0019
142 141 0.0018
152 141 0.0017
162 141 0.0016
172 141 0.0015
182 141 0.0014
192 141 0.0014
202 141 0.0013
212 141 0.0013
222 141 0.0012
232 141 0.0011
242 141 0.0011
252 141 0.0011
262 141 0.0010
272 141 0.0010
282 141 0.0010
292 141 0.0010
302 141 0.0009
312 141 0.0009
322 141 0.0009
332 141 0.0008
342 141 0.0008
352 141 0.0008
362 141 0.0008
372 141 0.0008
382 141 0.0008
392 141 0.0007
402 141 0.0007
412 141 0.0012
422 141 0.0012
432 141 0.0012
442 141 0.0012
452 141 0.0011
462 141 0.0011
472 141 0.0011
482 141 0.0011
492 141 0.0011
502 141 0.0011
2 151 0.0952
12 151 0.0156
22 151 0.0086
32 151 0.0059
42 151 0.0045
52 151 0.0045
62 151 0.0037
72 151 0.0032
82 151 0.0028
92 151 0.0025
102 151 0.0023
112 151 0.0021
122 151 0.0019
132 151 0.0018
142 151 0.0017
152 151 0.0016
162 151 0.0015
172 151 0.0014
182 151 0.0013
192 151 0.0013
202 151 0.0012
212 151 0.0012
222 151 0.0011
232 151 0.0011
242 151 0.0011
252 151 0.0010
262 151 0.0010
272 151 0.0009
282 151 0.0009
292 151 0.0009
302 151 0.0009
312 151 0.0008
322 151 0.0008
332 151 0.0008
342 151 0.0008
352 151 0.0008
362 151 0.0008
372 151 0.0007
382 151 0.0007
392 151 0.0007
402 151 0.0007
412 151 0.0012
422 151 0.0011
432 151 0.0011
442 151 0.0011
452 151 0.0011
462 151 0.0011
472 151 0.0010
482 151 0.0010
492 151 0.0010
502 151 0.0010
2 161 0.0913
12 161 0.0148
22 161 0.0081
32 161 0.0056
42 161 0.0048
52 161 0.0042
62 161 0.0036
72 161 0.0031
82 161 0.0027
92 161 0.0024
102 161 0.0022
112 161 0.0020
122 161 0.0018
132 161 0.0017
142 161 0.0016
152 161 0.0015
162 161 0.0014
172 161 0.0013
182 161 0.0013
192 161 0.0012
202 161 0.0011
212 161 0.0011
222 161 0.0011
232 161 0.0010
242 161 0.0010
252 161 0.0010
262 161 0.0009
272 161 0.0009
282 161 0.0009
292 161 0.0009
302 161 0.0008
312 161 0.0008
322 161 0.0008
332 161 0.0008
342 161 0.0013
352 161 0.0013
362 161 0.0012
372 161 0.0012
382 161 0.0012
392 161 0.0012
402 161 0.0011
412 161 0.0011
422 161 0.0011
432 161 0.0011
442 161 0.0010
452 161 0.0010
462 161 0.0010
472 161 0.0010
482 161 0.0010
492 161 0.0010
502 161 0.0009
2 171 0.0850
12 171 0.0140
22 171 0.0076
32 171 0.0053
42 171 0.0048
52 171 0.0040
62 171 0.0033
72 171 0.0029
82 171 0.0025
92 171 0.0023
102 171 0.0020
112 171 0.0019
122 171 0.0017
132 171 0.0016
142 171 0.0015
152 171 0.0014
162 171 0.0013
172 171 0.0013
182 171 0.0012
192 171 0.0012
202 171 0.0011
212 171 0.0011
222 171 0.0010
232 171 0.0010
242 171 0.0009
252 171 0.0009
262 171 0.0009
272 171 0.0008
282 171 0.0008
292 171 0.0008
302 171 0.0008
312 171 0.0008
322 171 0.0008
332 171 0.0007
342 171 0.0012
352 171 0.0012
362 171 0.0012
372 171 0.0012
382 171 0.0011
392 171 0.0011
402 171 0.0011
412 171 0.0011
422 171 0.0010
432 171 0.0010
442 171 0.0010
452 171 0.0010
462 171 0.0010
472 171 0.0009
482 171 0.0009
492 171 0.0009
502 171 0.0009
2 181 0.0809
12 181 0.0132
22 181 0.0072
32 181 0.0050
42 181 0.0038
52 181 0.0038
62 181 0.0032
72 181 0.0027
82 181 0.0024
92 181 0.0021
102 181 0.0019
112 181 0.0018
122 181 0.0016
132 181 0.0015
142 181 0.0014
152 181 0.0013
162 181 0.0013
172 181 0.0012
182 181 0.0011
192 181 0.0011
202 181 0.0010
212 181 0.0010
222 181 0.0010
232 181 0.0009
242 181 0.0009
252 181 0.0009
262 181 0.0008
272 181 0.0008
282 181 0.0008
292 181 0.0008
302 181 0.0008
312 181 0.0007
322 181 0.0007
332 181 0.0007
342 181 0.0012
352 181 0.0011
362 181 0.0011
372 181 0.0011
382 181 0.0011
392 181 0.0010
402 181 0.0010
412 181 0.0010
422 181 0.0010
432 181 0.0010
442 181 0.0009
452 181 0.0009
462 181 0.0009
472 181 0.0009
482 181 0.0009
492 181 0.0009
502 181 0.0008
2 191 0.0763
12 191 0.0125
22 191 0.0068
32 191 0.0047
42 191 0.0036
52 191 0.0036
62 191 0.0030
72 191 0.0026
82 191 0.0023
92 191 0.0020
102 191 0.0018
112 191 0.0017
122 191 0.0016
132 191 0.0014
142 191 0.0014
152 191 0.0013
162 191 0.0012
172 191 0.0011
182 191 0.0011
192 191 0.0010
202 191 0.0010
212 191 0.0010
222 191 0.0009
232 191 0.0009
242 191 0.0009
252 191 0.0008
262 191 0.0008
272 191 0.0008
282 191 0.0008
292 191 0.0007
302 191 0.0007
312 191 0.0007
322 191 0.0007
332 191 0.0007
342 191 0.0011
352 191 0.0011
362 191 0.0011
372 191 0.0010
382 191 0.0010
392 191 0.0010
402 191 0.0010
412 191 0.0010
422 191 0.0009
432 191 0.0009
442 191 0.0009
452 191 0.0009
462 191 0.0009
472 191 0.0008
482 191 0.0008
492 191 0.0008
502 191 0.0008
2 201 0.0724
12 201 0.0118
22 201 0.0065
32 201 0.0054
42 201 0.0042
52 201 0.0034
62 201 0.0028
72 201 0.0025
82 201 0.0022
92 201 0.0019
102 201 0.0018
112 201 0.0016
122 201 0.0015
132 201 0.0014
142 201 0.0013
152 201 0.0012
162 201 0.0012
172 201 0.0011
182 201 0.0010
192 201 0.0010
202 201 0.0009
212 201 0.0009
222 201 0.0009
232 201 0.0009
242 201 0.0008
252 201 0.0008
262 201 0.0008
272 201 0.0008
282 201 0.0013
292 201 0.0012
302 201 0.0012
312 201 0.0012
322 201 0.0011
332 201 0.0011
342 201 0.0011
352 201 0.0010
362 201 0.0010
372 201 0.0010
382 201 0.0010
392 201 0.0010
402 201 0.0009
412 201 0.0009
422 201 0.0009
432 201 0.0009
442 201 0.0009
452 201 0.0008
462 201 0.0007
472 201 0.0007
482 201 0.0007
492 201 0.0008
502 201 0.0008
2 211 0.0689
12 211 0.0112
22 211 0.0062
32 211 0.0042
42 211 0.0032
52 211 0.0032
62 211 0.0027
72 211 0.0024
82 211 0.0021
92 211 0.0019
102 211 0.0017
112 211 0.0015
122 211 0.0014
132 211 0.0013
142 211 0.0012
152 211 0.0012
162 211 0.0011
172 211 0.0011
182 211 0.0010
192 211 0.0010
202 211 0.0009
212 211 0.0009
222 211 0.0009
232 211 0.0008
242 211 0.0008
252 211 0.0008
262 211 0.0007
272 211 0.0007
282 211 0.0012
292 211 0.0012
302 211 0.0011
312 211 0.0011
322 211 0.0011
332 211 0.0011
342 211 0.0010
352 211 0.0010
362 211 0.0010
372 211 0.0010
382 211 0.0009
392 211 0.0009
402 211 0.0009
412 211 0.0009
422 211 0.0009
432 211 0.0008
442 211 0.0008
452 211 0.0008
462 211 0.0008
472 211 0.0008
482 211 0.0008
492 211 0.0008
502 211 0.0008
2 221 0.0659
12 221 0.0107
22 221 0.0072
32 221 0.0050
42 221 0.0038
52 221 0.0031
62 221 0.0026
72 221 0.0023
82 221 0.0020
92 221 0.0018
102 221 0.0016
112 221 0.0015
122 221 0.0014
132 221 0.0013
142 221 0.0012
152 221 0.0011
162 221 0.0011
172 221 0.0010
182 221 0.0010
192 221 0.0009
202 221 0.0009
212 221 0.0009
222 221 0.0008
232 221 0.0008
242 221 0.0008
252 221 0.0007
262 221 0.0007
272 221 0.0007
282 221 0.0012
292 221 0.0011
302 221 0.0011
312 221 0.0011
322 221 0.0010
332 221 0.0010
342 221 0.0010
352 221 0.0010
362 221 0.0009
372 221 0.0009
382 221 0.0009
392 221 0.0009
402 221 0.0009
412 221 0.0008
422 221 0.0008
432 221 0.0008
442 221 0.0008
452 221 0.0008
462 221 0.0008
472 221 0.0008
482 221 0.0007
492 221 0.0007
502 221 0.0007
2 231 0.0631
12 231 0.0103
22 231 0.0057
32 231 0.0048
42 231 0.0036
52 231 0.0030
62 231 0.0025
72 231 0.0022
82 231 0.0019
92 231 0.0017
102 231 0.0015
112 231 0.0014
122 231 0.0013
132 231 0.0012
142 231 0.0012
152 231 0.0011
162 231 0.0010
172 231 0.0010
182 231 0.0009
192 231 0.0009
202 231 0.0009
212 231 0.0008
222 231 0.0008
232 231 0.0008
242 231 0.0008
252 231 0.0007
262 231 0.0007
272 231 0.0007
282 231 0.0011
292 231 0.0011
302 231 0.0011
312 231 0.0010
322 231 0.0010
332 231 0.0010
342 231 0.0010
352 231 0.0009
362 231 0.0009
372 231 0.0009
382 231 0.0009
392 231 0.0009
402 231 0.0008
412 231 0.0008
422 231 0.0008
432 231 0.0008
442 231 0.0008
452 231 0.0008
462 231 0.0007
472 231 0.0007
482 231 0.0007
492 231 0.0007
502 231 0.0007
2 241 0.0610
12 241 0.0099
22 241 0.0054
32 241 0.0037
42 241 0.0035
52 241 0.0028
62 241 0.0024
72 241 0.0021
82 241 0.0018
92 241 0.0016
102 241 0.0012
112 241 0.0011
122 241 0.0013
132 241 0.0012
142 241 0.0011
152 241 0.0010
162 241 0.0010
172 241 0.0009
182 241 0.0009
192 241 0.0009
202 241 0.0008
212 241 0.0008
222 241 0.0008
232 241 0.0008
242 241 0.0007
252 241 0.0007
262 241 0.0007
272 241 0.0007
282 241 0.0011
292 241 0.0011
302 241 0.0010
312 241 0.0010
322 241 0.0010
332 241 0.0009
342 241 0.0009
352 241 0.0009
362 241 0.0009
372 241 0.0009
382 241 0.0008
392 241 0.0008
402 241 0.0008
412 241 0.0008
422 241 0.0008
432 241 0.0008
442 241 0.0007
452 241 0.0007
462 241 0.0007
472 241 0.0007
482 241 0.0007
492 241 0.0007
502 241 0.0007
2 251 0.0601
12 251 0.0095
22 251 0.0052
32 251 0.0044
42 251 0.0034
52 251 0.0027
62 251 0.0023
72 251 0.0020
82 251 0.0018
92 251 0.0016
102 251 0.0014
112 251 0.0013
122 251 0.0012
132 251 0.0011
142 251 0.0011
152 251 0.0010
162 251 0.0010
172 251 0.0009
182 251 0.0009
192 251 0.0008
202 251 0.0008
212 251 0.0008
222 251 0.0008
232 251 0.0007
242 251 0.0007
252 251 0.0007
262 251 0.0006
272 251 0.0006
282 251 0.0011
292 251 0.0010
302 251 0.0010
312 251 0.0010
322 251 0.0009
332 251 0.0009
342 251 0.0009
352 251 0.0009
362 251 0.0008
372 251 0.0008
382 251 0.0008
392 251 0.0008
402 251 0.0008
412 251 0.0008
422 251 0.0007
432 251 0.0006
442 251 0.0007
452 251 0.0007
462 251 0.0007
472 251 0.0007
482 251 0.0007
492 251 0.0007
502 251 0.0007
2 261 0.0548
12 261 0.0091
22 261 0.0050
32 261 0.0037
42 261 0.0032
52 261 0.0026
62 261 0.0022
72 261 0.0019
82 261 0.0017
92 261 0.0015
102 261 0.0014
112 261 0.0013
122 261 0.0012
132 261 0.0011
142 261 0.0010
152 261 0.0010
162 261 0.0009
172 261 0.0009
182 261 0.0008
192 261 0.0008
202 261 0.0008
212 261 0.0013
222 261 0.0012
232 261 0.0012
242 261 0.0012
252 261 0.0011
262 261 0.0011
272 261 0.0010
282 261 0.0010
292 261 0.0010
302 261 0.0010
312 261 0.0009
322 261 0.0009
332 261 0.0009
342 261 0.0009
352 261 0.0008
362 261 0.0008
372 261 0.0008
382 261 0.0008
392 261 0.0008
402 261 0.0008
412 261 0.0010
422 261 0.0010
432 261 0.0010
442 261 0.0010
452 261 0.0009
462 261 0.0009
472 261 0.0009
482 261 0.0009
492 261 0.0009
502 261 0.0009
2 271 0.0559
12 271 0.0088
22 271 0.0048
32 271 0.0033
42 271 0.0031
52 271 0.0025
62 271 0.0021
72 271 0.0019
82 271 0.0016
92 271 0.0015
102 271 0.0012
112 271 0.0011
122 271 0.0011
132 271 0.0011
142 271 0.0010
152 271 0.0009
162 271 0.0009
172 271 0.0009
182 271 0.0008
192 271 0.0008
202 271 0.0007
212 271 0.0012
222 271 0.0012
232 271 0.0012
242 271 0.0011
252 271 0.0011
262 271 0.0010
272 271 0.0010
282 271 0.0010
292 271 0.0009
302 271 0.0009
312 271 0.0008
322 271 0.0007
332 271 0.0009
342 271 0.0008
352 271 0.0008
362 271 0.0008
372 271 0.0008
382 271 0.0008
392 271 0.0008
402 271 0.0007
412 271 0.0010
422 271 0.0010
432 271 0.0010
442 271 0.0009
452 271 0.0009
462 271 0.0009
472 271 0.0009
482 271 0.0009
492 271 0.0009
502 271 0.0008
2 281 0.0546
12 281 0.0085
22 281 0.0047
32 281 0.0032
42 281 0.0030
52 281 0.0024
62 281 0.0020
72 281 0.0018
82 281 0.0016
92 281 0.0014
102 281 0.0013
112 281 0.0012
122 281 0.0011
132 281 0.0010
142 281 0.0010
152 281 0.0009
162 281 0.0009
172 281 0.0008
182 281 0.0008
192 281 0.0008
202 281 0.0007
212 281 0.0012
222 281 0.0012
232 281 0.0011
242 281 0.0011
252 281 0.0010
262 281 0.0010
272 281 0.0010
282 281 0.0009
292 281 0.0009
302 281 0.0009
312 281 0.0009
322 281 0.0008
332 281 0.0008
342 281 0.0008
352 281 0.0008
362 281 0.0008
372 281 0.0008
382 281 0.0007
392 281 0.0007
402 281 0.0007
412 281 0.0010
422 281 0.0009
432 281 0.0009
442 281 0.0009
452 281 0.0009
462 281 0.0009
472 281 0.0009
482 281 0.0008
492 281 0.0008
502 281 0.0008
2 291 0.0521
12 291 0.0082
22 291 0.0045
32 291 0.0031
42 291 0.0029
52 291 0.0023
62 291 0.0020
72 291 0.0017
82 291 0.0015
92 291 0.0014
102 291 0.0013
112 291 0.0011
122 291 0.0011
132 291 0.0010
142 291 0.0010
152 291 0.0009
162 291 0.0009
172 291 0.0008
182 291 0.0008
192 291 0.0008
202 291 0.0007
212 291 0.0012
222 291 0.0011
232 291 0.0011
242 291 0.0010
252 291 0.0010
262 291 0.0010
272 291 0.0009
282 291 0.0009
292 291 0.0009
302 291 0.0009
312 291 0.0008
322 291 0.0008
332 291 0.0008
342 291 0.0008
352 291 0.0008
362 291 0.0008
372 291 0.0007
382 291 0.0007
392 291 0.0007
402 291 0.0007
412 291 0.0009
422 291 0.0009
432 291 0.0009
442 291 0.0009
452 291 0.0009
462 291 0.0009
472 291 0.0008
482 291 0.0008
492 291 0.0008
502 291 0.0008
2 301 0.0489
12 301 0.0079
22 301 0.0053
32 301 0.0037
42 301 0.0028
52 301 0.0023
62 301 0.0019
72 301 0.0017
82 301 0.0015
92 301 0.0013
102 301 0.0012
112 301 0.0011
122 301 0.0010
132 301 0.0010
142 301 0.0009
152 301 0.0009
162 301 0.0008
172 301 0.0008
182 301 0.0008
192 301 0.0007
202 301 0.0007
212 301 0.0011
222 301 0.0011
232 301 0.0011
242 301 0.0010
