2 1 2.2720
12 1 0.7918
22 1 0.6516
32 1 0.6129
42 1 0.4296
52 1 0.4127
62 1 0.4112
72 1 0.2247
82 1 0.2208
92 1 0.2169
102 1 0.2131
112 1 0.2208
122 1 0.2253
132 1 0.1542
142 1 0.1470
152 1 0.1479
162 1 0.1473
172 1 0.1467
182 1 0.1435
192 1 0.1397
202 1 0.1119
212 1 0.1106
222 1 0.1087
232 1 0.1072
242 1 0.1056
252 1 0.1043
262 1 0.0953
272 1 0.0947
282 1 0.0939
292 1 0.0922
302 1 0.0882
312 1 0.0855
322 1 0.0824
332 1 0.0789
342 1 0.0766
352 1 0.0744
362 1 0.0724
372 1 0.0705
382 1 0.0691
392 1 0.0673
402 1 0.0653
412 1 0.0639
422 1 0.0625
432 1 0.0608
442 1 0.0597
452 1 0.0587
462 1 0.0569
472 1 0.0558
482 1 0.0545
492 1 0.0536
502 1 0.0527
2 11 0.7172
12 11 0.1779
22 11 0.1076
32 11 0.0731
42 11 0.0555
52 11 0.0469
62 11 0.0392
72 11 0.0334
82 11 0.0293
92 11 0.0261
102 11 0.0237
112 11 0.0215
122 11 0.0199
132 11 0.0185
142 11 0.0172
152 11 0.0160
162 11 0.0150
172 11 0.0141
182 11 0.0133
192 11 0.0133
202 11 0.0120
212 11 0.0114
222 11 0.0110
232 11 0.0105
242 11 0.0101
252 11 0.0097
262 11 0.0093
272 11 0.0090
282 11 0.0086
292 11 0.0083
302 11 0.0083
312 11 0.0093
322 11 0.0078
332 11 0.0074
342 11 0.0071
352 11 0.0069
362 11 0.0067
372 11 0.0066
382 11 0.0064
392 11 0.0062
402 11 0.0061
412 11 0.0059
422 11 0.0058
432 11 0.0068
442 11 0.0061
452 11 0.0057
462 11 0.0055
472 11 0.0063
482 11 0.0058
492 11 0.0056
502 11 0.0055
2 21 0.4672
12 21 0.1083
22 21 0.0575
32 21 0.0400
42 21 0.0304
52 21 0.0242
62 21 0.0204
72 21 0.0175
82 21 0.0158
92 21 0.0139
102 21 0.0126
112 21 0.0114
122 21 0.0104
132 21 0.0096
142 21 0.0089
152 21 0.0084
162 21 0.0080
172 21 0.0074
182 21 0.0070
192 21 0.0070
202 21 0.0063
212 21 0.0061
222 21 0.0058
232 21 0.0055
242 21 0.0058
252 21 0.0062
262 21 0.0058
272 21 0.0053
282 21 0.0053
292 21 0.0055
302 21 0.0053
312 21 0.0051
322 21 0.0050
332 21 0.0048
342 21 0.0047
352 21 0.0046
362 21 0.0045
372 21 0.0043
382 21 0.0041
392 21 0.0040
402 21 0.0039
412 21 0.0039
422 21 0.0037
432 21 0.0037
442 21 0.0036
452 21 0.0035
462 21 0.0035
472 21 0.0033
482 21 0.0033
492 21 0.0032
502 21 0.0031
2 31 0.4397
12 31 0.0734
22 31 0.0396
32 31 0.0271
42 31 0.0204
52 31 0.0164
62 31 0.0139
72 31 0.0119
82 31 0.0107
92 31 0.0095
102 31 0.0084
112 31 0.0077
122 31 0.0071
132 31 0.0065
142 31 0.0062
152 31 0.0058
162 31 0.0055
172 31 0.0051
182 31 0.0060
192 31 0.0056
202 31 0.0052
212 31 0.0049
222 31 0.0049
232 31 0.0046
242 31 0.0044
252 31 0.0043
262 31 0.0042
272 31 0.0040
282 31 0.0039
292 31 0.0038
302 31 0.0036
312 31 0.0036
322 31 0.0035
332 31 0.0033
342 31 0.0032
352 31 0.0031
362 31 0.0030
372 31 0.0030
382 31 0.0029
392 31 0.0028
402 31 0.0027
412 31 0.0027
422 31 0.0026
432 31 0.0025
442 31 0.0025
452 31 0.0025
462 31 0.0024
472 31 0.0023
482 31 0.0023
492 31 0.0023
502 31 0.0022
2 41 0.2946
12 41 0.0558
22 41 0.0296
32 41 0.0204
42 41 0.0155
52 41 0.0124
62 41 0.0104
72 41 0.0091
82 41 0.0081
92 41 0.0072
102 41 0.0064
112 41 0.0058
122 41 0.0065
132 41 0.0056
142 41 0.0054
152 41 0.0053
162 41 0.0049
172 41 0.0046
182 41 0.0044
192 41 0.0045
202 41 0.0040
212 41 0.0039
222 41 0.0036
232 41 0.0035
242 41 0.0034
252 41 0.0032
262 41 0.0031
272 41 0.0030
282 41 0.0030
292 41 0.0029
302 41 0.0027
312 41 0.0026
322 41 0.0025
332 41 0.0025
342 41 0.0024
352 41 0.0024
362 41 0.0023
372 41 0.0022
382 41 0.0022
392 41 0.0021
402 41 0.0021
412 41 0.0021
422 41 0.0020
432 41 0.0019
442 41 0.0019
452 41 0.0018
462 41 0.0019
472 41 0.0018
482 41 0.0018
492 41 0.0017
502 41 0.0017
2 51 0.2532
12 51 0.0444
22 51 0.0237
32 51 0.0164
42 51 0.0125
52 51 0.0100
62 51 0.0084
72 51 0.0075
82 51 0.0065
92 51 0.0069
102 51 0.0057
112 51 0.0053
122 51 0.0053
132 51 0.0049
142 51 0.0047
152 51 0.0043
162 51 0.0040
172 51 0.0038
182 51 0.0037
192 51 0.0036
202 51 0.0033
212 51 0.0032
222 51 0.0030
232 51 0.0029
242 51 0.0027
252 51 0.0026
262 51 0.0025
272 51 0.0025
282 51 0.0024
292 51 0.0023
302 51 0.0022
312 51 0.0021
322 51 0.0021
332 51 0.0020
342 51 0.0020
352 51 0.0020
362 51 0.0019
372 51 0.0018
382 51 0.0018
392 51 0.0018
402 51 0.0017
412 51 0.0017
422 51 0.0016
432 51 0.0016
442 51 0.0016
452 51 0.0015
462 51 0.0015
472 51 0.0015
482 51 0.0015
492 51 0.0014
502 51 0.0014
2 61 0.2283
12 61 0.0367
22 61 0.0201
32 61 0.0137
42 61 0.0108
52 61 0.0084
62 61 0.0086
72 61 0.0065
82 61 0.0054
92 61 0.0048
102 61 0.0052
112 61 0.0048
122 61 0.0044
132 61 0.0041
142 61 0.0039
152 61 0.0038
162 61 0.0034
172 61 0.0033
182 61 0.0031
192 61 0.0030
202 61 0.0027
212 61 0.0027
222 61 0.0026
232 61 0.0025
242 61 0.0024
252 61 0.0023
262 61 0.0022
272 61 0.0021
282 61 0.0020
292 61 0.0020
302 61 0.0019
312 61 0.0019
322 61 0.0018
332 61 0.0017
342 61 0.0017
352 61 0.0017
362 61 0.0016
372 61 0.0016
382 61 0.0015
392 61 0.0015
402 61 0.0015
412 61 0.0014
422 61 0.0014
432 61 0.0014
442 61 0.0013
452 61 0.0013
462 61 0.0013
472 61 0.0013
482 61 0.0012
492 61 0.0012
502 61 0.0012
2 71 0.2000
12 71 0.0331
22 71 0.0180
32 71 0.0124
42 71 0.0095
52 71 0.0077
62 71 0.0064
72 71 0.0056
82 71 0.0060
92 71 0.0051
102 71 0.0046
112 71 0.0044
122 71 0.0040
132 71 0.0037
142 71 0.0035
152 71 0.0033
162 71 0.0031
172 71 0.0029
182 71 0.0028
192 71 0.0026
202 71 0.0025
212 71 0.0023
222 71 0.0022
232 71 0.0021
242 71 0.0021
252 71 0.0020
262 71 0.0019
272 71 0.0018
282 71 0.0018
292 71 0.0017
302 71 0.0017
312 71 0.0016
322 71 0.0016
332 71 0.0015
342 71 0.0015
352 71 0.0015
362 71 0.0014
372 71 0.0014
382 71 0.0014
392 71 0.0013
402 71 0.0013
412 71 0.0013
422 71 0.0012
432 71 0.0012
442 71 0.0012
452 71 0.0012
462 71 0.0011
472 71 0.0011
482 71 0.0011
492 71 0.0011
502 71 0.0011
2 81 0.1756
12 81 0.0279
22 81 0.0151
32 81 0.0110
42 81 0.0079
52 81 0.0064
62 81 0.0053
72 81 0.0060
82 81 0.0050
92 81 0.0045
102 81 0.0042
112 81 0.0038
122 81 0.0035
132 81 0.0033
142 81 0.0031
152 81 0.0029
162 81 0.0027
172 81 0.0026
182 81 0.0024
192 81 0.0023
202 81 0.0022
212 81 0.0021
222 81 0.0020
232 81 0.0019
242 81 0.0018
252 81 0.0018
262 81 0.0017
272 81 0.0016
282 81 0.0016
292 81 0.0015
302 81 0.0015
312 81 0.0014
322 81 0.0014
332 81 0.0014
342 81 0.0013
352 81 0.0013
362 81 0.0013
372 81 0.0012
382 81 0.0012
392 81 0.0012
402 81 0.0011
412 81 0.0011
422 81 0.0011
432 81 0.0011
442 81 0.0011
452 81 0.0010
462 81 0.0010
472 81 0.0010
482 81 0.0010
492 81 0.0010
502 81 0.0009
2 91 0.1550
12 91 0.0252
22 91 0.0138
32 91 0.0092
42 91 0.0073
52 91 0.0058
62 91 0.0050
72 91 0.0044
82 91 0.0047
92 91 0.0042
102 91 0.0038
112 91 0.0034
122 91 0.0032
132 91 0.0029
142 91 0.0027
152 91 0.0026
162 91 0.0024
172 91 0.0023
182 91 0.0022
192 91 0.0021
202 91 0.0019
212 91 0.0018
222 91 0.0018
232 91 0.0017
242 91 0.0016
252 91 0.0016
262 91 0.0015
272 91 0.0015
282 91 0.0014
292 91 0.0014
302 91 0.0013
312 91 0.0013
322 91 0.0013
332 91 0.0012
342 91 0.0012
352 91 0.0012
362 91 0.0011
372 91 0.0011
382 91 0.0011
392 91 0.0011
402 91 0.0010
412 91 0.0010
422 91 0.0010
432 91 0.0010
442 91 0.0009
452 91 0.0009
462 91 0.0009
472 91 0.0009
482 91 0.0009
492 91 0.0009
502 91 0.0009
2 101 0.1409
12 101 0.0233
22 101 0.0127
32 101 0.0088
42 101 0.0067
52 101 0.0054
62 101 0.0046
72 101 0.0048
82 101 0.0042
92 101 0.0037
102 101 0.0034
112 101 0.0031
122 101 0.0028
132 101 0.0026
142 101 0.0025
152 101 0.0023
162 101 0.0022
172 101 0.0021
182 101 0.0019
192 101 0.0019
202 101 0.0018
212 101 0.0017
222 101 0.0016
232 101 0.0015
242 101 0.0015
252 101 0.0014
262 101 0.0014
272 101 0.0013
282 101 0.0013
292 101 0.0013
302 101 0.0012
312 101 0.0012
322 101 0.0011
332 101 0.0011
342 101 0.0011
352 101 0.0011
362 101 0.0010
372 101 0.0010
382 101 0.0010
392 101 0.0010
402 101 0.0009
412 101 0.0009
422 101 0.0009
432 101 0.0009
442 101 0.0009
452 101 0.0009
462 101 0.0009
472 101 0.0008
482 101 0.0008
492 101 0.0008
502 101 0.0008
2 111 0.1297
12 111 0.0212
22 111 0.0116
32 111 0.0080
42 111 0.0061
52 111 0.0049
62 111 0.0041
72 111 0.0044
82 111 0.0038
92 111 0.0034
102 111 0.0031
112 111 0.0028
122 111 0.0026
132 111 0.0024
142 111 0.0023
152 111 0.0021
162 111 0.0020
172 111 0.0019
182 111 0.0018
192 111 0.0017
202 111 0.0016
212 111 0.0015
222 111 0.0015
232 111 0.0014
242 111 0.0014
252 111 0.0013
262 111 0.0013
272 111 0.0012
282 111 0.0012
292 111 0.0012
302 111 0.0011
312 111 0.0011
322 111 0.0011
332 111 0.0010
342 111 0.0010
352 111 0.0010
362 111 0.0010
372 111 0.0009
382 111 0.0009
392 111 0.0009
402 111 0.0009
412 111 0.0009
422 111 0.0009
432 111 0.0008
442 111 0.0008
452 111 0.0008
462 111 0.0008
472 111 0.0008
482 111 0.0008
492 111 0.0008
502 111 0.0007
2 121 0.1184
12 121 0.0196
22 121 0.0107
32 121 0.0090
42 121 0.0069
52 121 0.0053
62 121 0.0047
72 121 0.0040
82 121 0.0035
92 121 0.0032
102 121 0.0029
112 121 0.0026
122 121 0.0024
132 121 0.0022
142 121 0.0021
152 121 0.0019
162 121 0.0018
172 121 0.0017
182 121 0.0016
192 121 0.0016
202 121 0.0015
212 121 0.0014
222 121 0.0014
232 121 0.0013
242 121 0.0013
252 121 0.0012
262 121 0.0012
272 121 0.0011
282 121 0.0011
